id,title,ingredients,directions,link,source,ner
551594,Hot Clam Dip,"{1 stick butter,1/2 c. chopped green or red bell pepper,juice of 1 lemon,1/2 tsp. oregano,2 (6 oz.) cans minced clams (with juice),1/2 c. bread crumbs,1 medium chopped onion,1 clove minced garlic,1/2 tsp. crushed red pepper,1 tsp. parsley flakes,1/2 lb. crumbled cooked bacon}","{""Saute 1 stick butter, onion, red and green bell pepper, minced garlic, juice of lemon, crushed red pepper, oregano, parsley flakes and 2 cans of minced clams with their juice."",""(Add crushed bacon, if desired.)"",Add bread crumbs to mixture and mix very well.,Place mixture into an ovenproof dish.,Sprinkle with Parmesan cheese and paprika. Bake at 350u00b0 for 20 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=676201,Gathered,"{butter,pepper,lemon,oregano,bread crumbs,onion,garlic,red pepper,parsley flakes,bacon}"
551595,Shrimp And Broccoli,"{12 green shrimp (butterflied),1 head broccoli,3 Tbsp. peanut oil,1 clove garlic,1 tsp. soy sauce,""1 Tbsp. cornstarch, mixed with 3/4 cup water"",1 Tbsp. sherry,salt}","{Saute shrimp in oil and garlic and salt.,""Then add broccoli, wine and a little water."",""Cook covered approximately 5 minutes, add cornstarch (mix starch with water until the right consistency)."",Broccoli should be crunchy.,Serve immediately.}",www.cookbooks.com/Recipe-Details.aspx?id=414072,Gathered,"{green shrimp,broccoli,peanut oil,clove garlic,soy sauce,cornstarch,sherry,salt}"
551596,Fried Fish,"{3 to 4 lb. fish fillets,1 large can spicy hot V-8 juice,2 c. pancake mix,1 c. crushed corn flakes,1/2 c. corn meal}","{Soak fish in V-8 juice 1 to 2 hours.,Bread fillets (using paper bag with dry ingredients).,Shake.,Then fry in hot oil. (You may use some Cajun seasoning to rub fish before coating.)}",www.cookbooks.com/Recipe-Details.aspx?id=1027068,Gathered,"{fish fillets,pancake mix,corn flakes,corn meal}"
551599,Kahlua Caramel French Toast,"{1/2 c. (1 stick) unsalted butter,1 c. packed brown sugar,2 Tbsp. corn syrup,1 Tbsp. Kahlua,""2 to 3 bananas, sliced 1/4-inch thick"",6 (1-inch) slices Italian bread or challah,5 large eggs,1 1/2 c. half and half,1 tsp. Kahlua,1 tsp. vanilla extract,1/4 tsp. salt,1/2 c. toasted sliced almonds}","{""Combine the butter, brown sugar and corn syrup in a saucepan and cook over medium heat until the butter melts, stirring to blend well."",Stir in 1 tablespoon Kahlua.,Spoon into a 9 x 13-inch baking dish.,Arrange the banana slices in the dish.}",www.cookbooks.com/Recipe-Details.aspx?id=87717,Gathered,"{butter,brown sugar,corn syrup,Kahlua,bananas,Italian bread,eggs,Kahlua,vanilla extract,salt,almonds}"
551600,Chicken Tetrazzini,"{1 can cream of chicken or cream of mushroom soup,1/2 c. water,1/2 c. shredded sharp Cheddar cheese,2 c. cooked spaghetti,""1 1/2 c. diced chicken, cooked"",dash of ground nutmeg}","{""Combine soup, water and cheese in 2-quart saucepan."",""Heat until cheese melts, stirring occasionally."",Add remaining ingredients and mix well.,Yield: 4 servings.}",www.cookbooks.com/Recipe-Details.aspx?id=1023245,Gathered,"{cream of chicken,water,Cheddar cheese,chicken,ground nutmeg}"
551601,Jelly Roll,"{3/4 c. flour,1 tsp. baking powder,1/4 tsp. salt,3 egg whites,3/4 c. sugar,3 egg yolks,2 Tbsp. cold water,1/2 tsp. lemon extract,confectioners sugar,3/4 c. jelly}","{""Beat egg whites until stiff, but not dry."",Gradually fold in 1/2 cup sugar.,Mix egg yolks and water and beat until foamy.,""Add 1/4 cup sugar, beating until thick and lemon colored."",Add lemon extract.,""Sift flour, baking powder and salt together."",Fold egg yolk mixture into egg white mixture.,Fold in flour mixture.,Bake in oven at 350u00b0 until done.,Turn out on towel dusted with confectioners sugar.,Trim off hard edges and spread jelly on cake.,Roll up lengthwise.,Wrap in towel or wax paper until ready to slice.}",www.cookbooks.com/Recipe-Details.aspx?id=504301,Gathered,"{flour,baking powder,salt,egg whites,sugar,egg yolks,cold water,lemon extract,confectioners sugar,jelly}"
551602,Graham Cracker Pecan Roll,"{12 graham crackers,1 c. nuts,1/4 c. thin cream,3/4 c. dates,14 marshmallows}","{Reserve 1/3 cup crumbs.,Spread on wax paper; roll and put in icebox and serve with whipped cream.}",www.cookbooks.com/Recipe-Details.aspx?id=102745,Gathered,"{crackers,nuts,thin cream,dates,marshmallows}"
551603,Homemade Mincemeat For Pies,"{""8 lb. beef chunks, cooked and ground (save broth)"",4 lb. raisins,3 lb. currants,4 lb. light brown sugar,4 lb. dark brown sugar,""2 qt. cherries (fresh, frozen or canned)"",1 qt. vinegar,""1/2 bu. apples, peeled, diced fine or cooked like chunk applesauce"",2 Tbsp. allspice,6 Tbsp. cinnamon,3 Tbsp. nutmeg,2 Tbsp. cloves,1/2 Tbsp. mace,wine or apple cider (optional)}","{Cook beef in water to cover; save broth.,Cool and grind meat like hamburger.,""Peel apples, core and slice or dice fine, or can be cooked and stirred like sauce."",""Mix meat, raisins, currants, sugar, cherries, apples, vinegar, spices and part of meat broth. Can always add more if too thick."",Cook for several hours until thickened and not too runny.,Add cider or wine (optional) or more broth.}",www.cookbooks.com/Recipe-Details.aspx?id=147652,Gathered,"{beef chunks,raisins,currants,light brown sugar,dark brown sugar,cherries,vinegar,apples,allspice,cinnamon,nutmeg,cloves,mace,wine}"
551604,Baked Mullet,"{""3 large mullet, cut into 2 to 3-inch pieces"",Hawaiian salt,""2 blocks butter, melted"",2 tsp. lemon juice,2 tsp. Mirin,4 Tbsp. shoyu,sesame seed,""green onions, chopped""}","{Sprinkle fish with salt in a roasting,pan.,Pour sauce made with remaining ingredients over fish.,Bake,at,""350u00b0 for 30 minutes, turning and basting a few times.""}",www.cookbooks.com/Recipe-Details.aspx?id=489101,Gathered,"{mullet,Hawaiian salt,butter,lemon juice,Mirin,shoyu,sesame seed,green onions}"
551605,Vegetable Corn Bread,"{1/2 c. finely chopped celery,1/2 c. finely chopped onion,1/2 c. finely chopped bell pepper,1 c. flour,3/4 c. corn meal,2 Tbsp. sugar,1 Tbsp. baking powder,1/2 tsp. salt (optional),2 egg whites,3/4 c. skim milk,3 Tbsp. vegetable oil or 3 Tbsp. applesauce for oil-free}","{Saute vegetables in medium sized cast-iron skillet that has been sprayed with vegetable cooking spray.,Combine dry ingredients in large bowl.,""Combine egg whites, milk and oil/applesauce and stir into dry ingredients."",Add sauteed vegetables.,Spread in skillet.,Bake 20 minutes at 425u00b0.}",www.cookbooks.com/Recipe-Details.aspx?id=702244,Gathered,"{celery,onion,bell pepper,flour,corn meal,sugar,baking powder,salt,egg whites,milk,vegetable oil}"
551606,Tuna Spread For Crackers,"{""1 large can water packed tuna, drained or 2 small cans"",""1 (8 oz.) pkg. light cream cheese, softened"",""1 (8 oz.) carton cottage cheese, whipped in blender until smooth"",1 Tbsp. horseradish,1/4 c. cocktail sauce,1/4 c. finely diced onions,""1 can water chestnuts, drained and chopped""}","{Blend all ingredients together.,""Top with additional cocktail sauce, if desired."",Chill until ready to serve.,Great served with assorted crackers.}",www.cookbooks.com/Recipe-Details.aspx?id=366610,Gathered,"{water,light cream cheese,cottage cheese,horseradish,cocktail sauce,onions,water chestnuts}"
551607,Apple Crisp,"{1 c. sugar,2 Tbsp. flour,4 c. sliced apples,2 Tbsp. butter,1 c. sugar,1 c. flour,1 tsp. baking powder,1 egg}","{""Mix sugar, flour and apples."",Put in bottom of baking dish and dot with butter.,""Mix sugar, flour, baking powder and egg until crumbly."",Sprinkle over top of apples and bake at 350u00b0 until apples are tender.}",www.cookbooks.com/Recipe-Details.aspx?id=658340,Gathered,"{sugar,flour,apples,butter,sugar,flour,baking powder,egg}"
551608,Ritz Cracker Pie,"{3 egg whites,1 c. sugar,1 tsp. baking powder,20 crushed Ritz crackers,1 c. chopped pecans,1 tsp. vanilla}","{Beat egg whites until stiff. Gradually add sugar and baking powder.,""Beat 2 minutes until glossy. Fold in crushed Ritz crackers, pecans and vanilla."",Pour into greased aluminum pie pan. Bake at 350u00b0 for about 30 minutes.,""Top with Cool Whip, if desired.""}",www.cookbooks.com/Recipe-Details.aspx?id=766243,Gathered,"{egg whites,sugar,baking powder,crackers,pecans,vanilla}"
551610,Pineapple Filling For Cake,"{1 c. sugar,2 egg yolks,1 stick butter or margarine,1 c. evaporated milk,""1 (No. 2) can crushed pineapple, drained""}","{""Combine milk, sugar, egg yolks and margarine in saucepan. Cook over medium heat about 10 minutes, or until mixture thickens, stirring constantly."",Remove from heat and add pineapple that has been drained.,Cool and spread.}",www.cookbooks.com/Recipe-Details.aspx?id=743361,Gathered,"{sugar,egg yolks,butter,milk,pineapple}"
551611,Pumpkin Pie,"{1 c. pumpkin,1 c. sugar,2 eggs,2/3 c. canned milk,2/3 c. 2% milk,1 Tbsp. vanilla,1 tsp. cinnamon}",{Mix ingredients well and pour into unbaked pie shell. Bake at 400u00b0 for 30 to 40 minutes.},www.cookbooks.com/Recipe-Details.aspx?id=541740,Gathered,"{pumpkin,sugar,eggs,milk,milk,vanilla,cinnamon}"
551612,English Plum Pudding,"{1 lb. raisins,1 lb. currants,1 lb. dates,1/2 lb. citrus peels,2 c. brown sugar,2 1/2 c. flour,""2 c. suet, chopped fine"",1 tsp. cinnamon,1 tsp. nutmeg,2 Tbsp. cocoa,1 tsp. salt,1 tsp. soda,1 c. buttermilk,7 eggs}","{Mix all the ingredients well.,Fill 4 (1 pound) coffee tins 1/2 full.,Cap the cans and steam for 5 to 6 hours.,These should be made at least 2 months before using and kept in the refrigerator during that time.,""If using a pressure cooker, steam only 3 1/2 hours at 10 pounds pressure."",Serve pudding hot with this sauce.}",www.cookbooks.com/Recipe-Details.aspx?id=214689,Gathered,"{raisins,currants,dates,peels,brown sugar,flour,suet,cinnamon,nutmeg,cocoa,salt,soda,buttermilk,eggs}"
551613,Old-Fashioned Sour Cream Dressing And Cabbage,"{1/2 c. sour cream,2 Tbsp. vinegar,1/2 tsp. salt,2 tsp. sugar,paprika,1 pt. finely chopped cabbage}","{""Beat all ingredients, except cabbage, together until stiff. Mix thoroughly with the cabbage.""}",www.cookbooks.com/Recipe-Details.aspx?id=35687,Gathered,"{sour cream,vinegar,salt,sugar,paprika,cabbage}"
551614,Microwave Peanut Brittle,"{1 c. water,1/2 c. white corn syrup,""1 c. roasted, salted peanuts"",1 tsp. butter,1 tsp. vanilla extract,1 tsp. baking soda}","{For Pecan or Cashew Brittle:,Omit peanuts and add 1 cup pecan halves or dry-roasted cashews.}",www.cookbooks.com/Recipe-Details.aspx?id=595253,Gathered,"{water,white corn syrup,peanuts,butter,vanilla extract,baking soda}"
551615,Green Beans Oregano,"{3 c. green beans (may use frozen),4 slices crisply cooked low salt bacon,1 can cream of mushroom soup,1 (3 to 4 oz.) can mushroom slices,1/2 envelope onion soup mix,1/4 tsp. oregano}","{Cook beans until barely done in unsalted water. Drain.,Mix with remaining ingredients. Save 2 slices bacon for garnish. Refrigerate overnight to blend flavors (very important).,Bake in a 1 1/2-quart casserole at 350u00b0 for 30 to 40 minutes. Serves 6. Recipe is easily doubled.}",www.cookbooks.com/Recipe-Details.aspx?id=226695,Gathered,"{green beans,crisply cooked,cream of mushroom soup,mushroom slices,onion soup,oregano}"
551616,Breakfast Pizza,"{1 (8 count) can crescent rolls,""8 oz. sausage, crumbled"",""2 c. Cheddar cheese, shredded"",""4 eggs, beaten"",3/4 c. milk}","{Cover bottom and sides of 9 x 9-inch baking pan with crescent roll dough.,Cook sausage in skillet until brown and crumbly; drain well.,Layer sausage and cheese in prepared pan.,Beat eggs with milk.,Add salt and pepper to taste. Pour over layers.,Bake at 400u00b0 for 30 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=648573,Gathered,"{crescent rolls,sausage,Cheddar cheese,eggs,milk}"
551617,Veggie Meat Loaf,"{1 Tbsp. vegetable oil,1/2 c. chopped onion,1/2 c. chopped celery,1/2 c. red or green pepper,1/2 c. finely diced carrots,1 lb. lean ground beef or venison,1 1/2 c. bread or 3 slices,1 egg white or whole egg,1/2 c. catsup,1/2 c. milk,1 Tbsp. beef soup mix,1 Tbsp. chili powder,1 Tbsp. garlic powder,3/4 tsp. allspice,1/2 tsp. hot pepper}","{Mix in large bowl first 5 ingredients.,Add ground meat and next 9 ingredients.,Combine well but do not over mix.,Transfer mix to an oiled Dutch oven or casserole.,Bake at 350u00b0 for 55 minutes.,Remove from oven.,Allow to stand 10 minutes.,Makes 8 servings.,Leftovers make great sandwiches.}",www.cookbooks.com/Recipe-Details.aspx?id=418073,Gathered,"{vegetable oil,onion,celery,red,carrots,lean ground beef,bread,egg,catsup,milk,beef soup mix,chili powder,garlic powder,allspice,hot pepper}"
551618,Breakfast In A Cup(Low-Fat),"{3 c. cooked rice,""1 c. (4 oz.) shredded Cheddar cheese, divided"",""1 (4 oz.) can diced green chilies, drained"",""1 (2 oz.) jar diced pimientos, drained"",1/3 c. skim milk,""2 eggs, beaten"",1/2 tsp. ground cumin,1/2 tsp. salt,1/2 tsp. ground black pepper,nonstick cooking spray}","{""Combine rice, 1/2 cup cheese, chilies, pimientos, milk, eggs, cumin, salt and pepper in large bowl."",Divide mixture evenly into 12 muffin cups coated with nonstick cooking spray.,Sprinkle with remaining 1/2 cup cheese.,Bake at 400u00b0 for 15 minutes or until set.}",www.cookbooks.com/Recipe-Details.aspx?id=541478,Gathered,"{rice,Cheddar cheese,green chilies,pimientos,milk,eggs,ground cumin,salt,ground black pepper,nonstick cooking spray}"
551619,Yellow Party Cake,"{1 1/2 c. sugar,""3/4 c. butter or margarine, softened"",2 eggs,1 1/2 tsp. vanilla,2 1/2 c. all-purpose flour,2 1/2 tsp. baking powder,1 1/4 c. milk,Lemon Filling,Seven-Minute Frosting}","{""In mixer bowl, cream together sugar and butter until light and fluffy (about 8 to 10 minutes at medium speed of electric mixer), scraping bowl frequently."",Add eggs and vanilla.,Beat at medium speed about 2 minutes or until mixture is light and fluffy. Scrape the bowl frequently.}",www.cookbooks.com/Recipe-Details.aspx?id=662249,Gathered,"{sugar,butter,eggs,vanilla,flour,baking powder,milk,Lemon Filling,Frosting}"
551620,"Spinach, Bacon And Mushroom Salad","{""1 large bunch (12 oz.) fresh spinach, leaves washed, drained and torn"",3/4 c. croutons,""4 hard-cooked eggs, finely chopped"",black pepper to taste,3/4 c. prepared Hidden Valley Ranch original Ranch salad dressing}","{""In medium salad bowl, combine spinach, mushrooms and bacon; toss."",Top with croutons and eggs; season with pepper.,Pour salad dressing over all.}",www.cookbooks.com/Recipe-Details.aspx?id=878896,Gathered,"{fresh spinach,croutons,eggs,black pepper,salad dressing}"
551621,Quick Raisin Bread,"{2 eggs,1 c. milk,1 c. chopped nuts or raisins,1/4 c. shortening,1 c. sugar,3 1/2 c. flour,1/2 tsp. salt,4 tsp. baking powder}","{""Beat eggs and sugar until light, then add milk, salt and raisins and mix well."",Add melted shortening.,Sift all-purpose flour.,""Measure, then sift again with baking powder and stir into first mixture."",Fill greased and floured bread pans half full of mixture and let stand 20 minutes.,Bake for 60 minutes in moderate oven (350u00b0).}",www.cookbooks.com/Recipe-Details.aspx?id=869495,Gathered,"{eggs,milk,nuts,shortening,sugar,flour,salt,baking powder}"
551623,Baked Bananas,"{""4 ripe bananas, sliced lengthwise"",1/2 c. fresh orange juice,1/4 c. light rum,1 (8 oz.) apricot preserves,1/4 c. flaked coconut}","{Heat oven to 350u00b0.,Place bananas in 9-inch square baking dish.,""Heat orange juice, rum and preserves until full boil and preserves are melted."",Pour over bananas.,Sprinkle with coconut. Bake 20 to 25 minutes until heated through.,Serve over ice cream or pound cake.}",www.cookbooks.com/Recipe-Details.aspx?id=265017,Gathered,"{bananas,orange juice,light rum,apricot preserves,flaked coconut}"
551624,Chili Mac,"{1 lb. ground beef,1 large onion,3 Tbsp. taco seasoning,1 1/2 c. tomato juice,1 pkg. macaroni and cheese dinner mix}","{Brown beef and onion.,Add taco seasoning and tomato juice. Simmer for 15 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=905022,Gathered,"{ground beef,onion,taco seasoning,tomato juice,macaroni}"
551625,Chicken Pastel,"{""2 lb. chicken, cut up"",3 Tbsp. soy sauce,juice of 1 lemon,5 c. cold water,1 1/2 tsp. salt,1/4 tsp. pepper,1/2 c. butter,""2 hard-cooked eggs, sliced"",""1 piece chorizo de bilbao, sliced"",""1 c. Vienna sausage, sliced"",1 c. broth,""1 piece carrot, cut into cubes"",""1 piece potato, cut into cubes"",1/2 c. green olives,1/2 c. mushrooms,2 Tbsp. flour}","{Marinate chicken in soy sauce and lemon juice.,Let stand 15 minutes.,""Place chicken in a saucepan, add water, salt and pepper. Simmer until tender and almost all the pepper has evaporated. Set aside."",Melt butter in a skillet.,Brown chicken pieces.,""Drop in slices of chorizo de bilbao, Vienna sausage."",Pour broth; cover and cook until half done.,""Mix in green onions, carrots, potatoes and mushrooms."",Cook everything together.,""Thicken with 2 tablespoons flour, if necessary."",""Transfer cooked mixture to a Pyrex dish, garnish with slices of hard-cooked eggs."",Cover Pyrex dish with pie crust.,Bake at 400u00b0 for about 35 to 40 minutes or until crust is golden brown.,Serve hot.}",www.cookbooks.com/Recipe-Details.aspx?id=354261,Gathered,"{chicken,soy sauce,lemon,cold water,salt,pepper,butter,eggs,bilbao,sausage,broth,carrot,potato,green olives,mushrooms,flour}"
551626,Refrigerator Pickles,"{3 1/2 c. sliced cucumbers,1/2 c. sliced onion,1/2 c. sliced green peppers,1/2 c. white vinegar,1 c. granulated sugar,1 tsp. salt,1 tsp. celery seed,1 tsp. mustard seed}","{""In a large glass or crockery bowl, alternately layer the sliced cucumbers, onion and green pepper. Mix the vinegar, sugar, salt, celery seed and mustard seed until the sugar dissolves. Pour over the layered vegetables. Cover and refrigerate. Chill several hours before serving. Store up to 6 weeks in the refrigerator in a glass jar.""}",www.cookbooks.com/Recipe-Details.aspx?id=19164,Gathered,"{cucumbers,onion,green peppers,white vinegar,sugar,salt,celery}"
551627,Cracker Barrel Potato Casserole,"{1 bag hash browns,""8 oz. Colby cheese, grated"",2 c. cream of chicken soup,1 1/2 sticks margarine,onions}",{Melt margarine; add soup and desired amount diced onion and pepper. Stir in grated cheese and add to potatoes. Put this mixture into a greased glass 9 x 13 baking dish. Bake at 350u00b0 for 30 to 40 minutes.},www.cookbooks.com/Recipe-Details.aspx?id=56013,Gathered,"{hash browns,Colby cheese,cream of chicken soup,margarine,onions}"
551628,Mini Cheese Cakes,"{1 lb. cream cheese,""3 eggs, beaten"",1/4 c. milk,1/2 c. sugar,1 tsp. vanilla,Nilla wafers,Comstock fruit of your choice}",{You will need muffin cups.},www.cookbooks.com/Recipe-Details.aspx?id=894803,Gathered,"{cream cheese,eggs,milk,sugar,vanilla,Nilla wafers,choice}"
551629,Scampi-Style Shrimp,"{""1 lb. shrimp, shelled"",6 Tbsp. butter,1 Tbsp. chopped green onions,1 Tbsp. olive oil,""4 cloves garlic, minced"",1 Tbsp. lemon juice,1/4 tsp. salt,2 Tbsp. minced parsley,1/4 tsp. grated lemon rind,Tabasco sauce to taste}","{Rinse shrimp.,Melt butter in large skillet over medium heat. Stir in next 5 ingredients.,Bring to a boil.,Stir in shrimp. Cook for 5 minutes.,""Stir in parsley, lemon rind and Tabasco sauce.""}",www.cookbooks.com/Recipe-Details.aspx?id=704664,Gathered,"{shrimp,butter,green onions,olive oil,garlic,lemon juice,salt,parsley,lemon rind,Tabasco sauce}"
551630,Chicken And Rice Casserole,"{1 1/4 c. rice,1 can cream of chicken soup,1 can cream of mushroom soup,1 can cream of celery soup,1/2 stick butter,1 c. sherry,""chicken, cut up in pieces as if you are going to fry"",""almonds, if desired""}","{Place rice in a 9 x 13-inch casserole dish and cover the bottom.,Set aside.}",www.cookbooks.com/Recipe-Details.aspx?id=370220,Gathered,"{rice,cream of chicken soup,cream of mushroom soup,cream of celery soup,butter,sherry,chicken,almonds}"
551631,Vegetarian Pizza,"{2 pkg. crescent rolls,""2 pkg. (8 oz.) cream cheese, softened"",1/2 c. Miracle Whip,1/2 pkg. dry Hidden Valley Ranch dressing}","{Place crescent rolls on greased cookie sheet; do not pull apart.,Pat together at seams.,Bake in 350u00b0 oven for 12 minutes. Cool.,Mix remaining ingredients and spread on cooled pastry.,Top with vegetables of choice.,Sprinkle with 1 cup gourmet shredded Cheddar cheese.,Tastes best when made a day ahead.}",www.cookbooks.com/Recipe-Details.aspx?id=693560,Gathered,"{crescent rolls,cream cheese,Miracle,dry Hidden Valley}"
551676,Brown Paper Bag Apple Pie,"{""5 apples, peeled and sliced"",1 (9-inch) pie shell,1 1/2 c. sugar,1/8 tsp. salt,1/2 tsp. cinnamon,1/2 c. + 5 Tbsp. flour,3 Tbsp. water,1/2 c. margarine}",{You will need 1 brown paper bag (grocery bag).},www.cookbooks.com/Recipe-Details.aspx?id=654812,Gathered,"{apples,pie shell,sugar,salt,cinnamon,+,water,margarine}"
551632,Applesauce Cake,"{3/4 c. shortening,1 1/4 c. granulated sugar,1 c. brown sugar,3 eggs,1 3/4 c. applesauce,1/2 tsp. baking powder,1 3/4 tsp. baking soda,1/2 c. water,1 3/4 tsp. salt,1 3/4 tsp. cinnamon,1/2 tsp. cloves,3/4 tsp. allspice,1/4 tsp. nutmeg,""1 1/2 c. walnuts, broken"",1 1/2 c. raisins}","{""Cream shortening, sugar and eggs."",Add applesauce.,""Mix well. Stir in sifted dry ingredients into first mixture, alternating with water."",Blend raisins and nuts into batter.,Bake at 350u00b0 for 55 to 60 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=394740,Gathered,"{shortening,sugar,brown sugar,eggs,applesauce,baking powder,baking soda,water,salt,cinnamon,cloves,allspice,nutmeg,walnuts,raisins}"
551633,Peanut Patties,"{2 1/2 ??? sugar,1 c. milk,2/3 c. light corn syrup,2 1/2 c. raw peanuts}","{Mix together and cook to soft ball stage.,Beat until mixture starts to thicken.,Drop on wax paper or pour on wax paper into pie pans.,Makes 5 patties in pie pans.}",www.cookbooks.com/Recipe-Details.aspx?id=867048,Gathered,"{sugar,milk,light corn syrup,peanuts}"
551634,Sloppy Joes,"{1 1/2 lb. ground beef,""1 large onion, diced"",1/2 c. ketchup,1 Tbsp. mustard,1 can cream of mushroom soup,1 can chicken gumbo soup}","{Cook beef and onion in 1/2 cup water until brown.,""Add ketchup, mustard and soups and simmer for 10 minutes.""}",www.cookbooks.com/Recipe-Details.aspx?id=742800,Gathered,"{ground beef,onion,ketchup,mustard,cream of mushroom soup,chicken gumbo soup}"
551635,Sauerkraut Salad,"{""1 large can sauerkraut, rinsed"",""1 large bell pepper, chopped"",""1 large onion, chopped"",""1 c. celery, chopped"",1 small can pimento,1/2 c. vinegar,1/4 c. salad oil,1 1/2 c. sugar}","{Bring last 3 ingredients to a boil.,Cool.,Pour over vegetables.,Mix and marinate at least 5 to 6 hours.}",www.cookbooks.com/Recipe-Details.aspx?id=888392,Gathered,"{sauerkraut,bell pepper,onion,celery,pimento,vinegar,salad oil,sugar}"
551636,Slow Cooker Barbecue Beef Sandwiches,"{3 lb. beef boneless chuck roast,1 c. barbecue sauce,1/2 c. peach or apricot preserves,1/3 c. chopped green bell pepper,1 Tbsp. Dijon mustard,2 tsp. packed brown sugar,""1 small onion, sliced"",""kaiser or hamburger buns, split""}","{""Trim excess fat from beef. Cut beef into 4 pieces. Place beef in 4 to 5-quart slow cooker. Mix remaining ingredients, except buns; pour over beef. Cover and cook on low heat setting 7 to 8 hours or until beef is tender. Remove beef on low heat setting 20 to 30 minutes longer or until beef is hot. Fill buns with beef mixture.""}",www.cookbooks.com/Recipe-Details.aspx?id=53516,Gathered,"{beef,barbecue sauce,apricot preserves,green bell pepper,mustard,brown sugar,onion,kaiser}"
551637,Hawaiian Wedding Cake,"{1 box yellow cake mix (pudding mix),1 c. milk,1 box instant vanilla pudding,1 (8 oz.) pkg. cream cheese,""1 can crushed pineapple, drained"",1 pkg. nondairy whipped topping or frozen Cool Whip,1 can flaked coconut}","{Bake cake mix according to directions and cool.,Mix together pudding and cream cheese.,Spread over cake.,Spread drained pineapple over this mixture.,""Next, smooth whipped topping and then coconut."",""Add nuts, if desired."",Keep refrigerated.}",www.cookbooks.com/Recipe-Details.aspx?id=845147,Gathered,"{yellow cake,milk,vanilla pudding,cream cheese,pineapple,nondairy whipped topping,flaked coconut}"
551638,Sloppy Tom,"{1/2 c. chopped onion,""2 c. ground, cooked turkey"",1/3 c. catsup,1/3 c. water,2 Tbsp. vegetable oil,1 1/2 tsp. prepared mustard,1/3 c. chili sauce}","{""Saute onion until tender, about 5 minutes."",""Stir in turkey, catsup, chili sauce, water and mustard. Simmer 10 minutes. Stir occasionally. Spoon into buns."",Makes 4 to 6 servings.,Enjoy.}",www.cookbooks.com/Recipe-Details.aspx?id=801045,Gathered,"{onion,ground,catsup,water,vegetable oil,mustard,chili sauce}"
551639,Leftover Turkey Casserole,"{""1 (10 oz.) pkg. broccoli, cooked or asparagus"",3 to 4 servings turkey,1 can cream of chicken soup,1/3 c. milk,1/2 c. Cheddar cheese,1/2 c. bread crumbs}","{Place broccoli or asparagus in the bottom of a loaf pan (10 x 6 x 2-inches).,""Add the turkey, then soup with milk added."",Add cheese and top with crumbs.,Dot with butter.,Bake at 350u00b0 for 45 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=315772,Gathered,"{broccoli,turkey,cream of chicken soup,milk,Cheddar cheese,bread crumbs}"
551640,Fruited Pork Salad,"{1/4 c. grapefruit juice,2 Tbsp. red wine vinegar,1 Tbsp. vegetable oil,1 tsp. poppy seed,2 tsp. honey,1/2 tsp. Dijon mustard,1 c. fresh strawberries,""1 lb. boneless pork loin, sliced thin"",1 head green leaf lettuce,""2 red grapefruit, peeled and sectioned"",1 1/2 c. seedless green grapes}","{""In jar with tight-fitting lid, shake together first six ingredients."",Set aside.,Spray large nonstick skillet with vegetable cooking spray and heat to medium heat.,Stir-fry pork slices 3 to 4 minutes until done.,Arrange lettuce on individual plates.,Top with fruit and pork.,Spoon dressing,over salads. Serves 4.,Nutrient information per serving:,calories 267; cholesterol 67 mg.; fat 8.9 g.; protein 27 mg.; sodium 81 mg.}",www.cookbooks.com/Recipe-Details.aspx?id=418239,Gathered,"{grapefruit juice,red wine vinegar,vegetable oil,poppy seed,honey,mustard,fresh strawberries,boneless pork loin,red grapefruit,green grapes}"
551641,Self Filled Cupcakes,"{chocolate cake mix,""8 oz. cream cheese, softened"",1/3 c. sugar,1 egg,6 oz. chocolate chips}","{Mix cake mix to make an ordinary cake.,""Put in cupcake pans. Combine cream cheese, sugar and egg; beat well."",Add chocolate chips.,Put by teaspoonful onto top of each cupcake.,Bake in oven at 350u00b0 for 25 to 30 minutes.,Frost with seven minute frosting.}",www.cookbooks.com/Recipe-Details.aspx?id=429433,Gathered,"{chocolate cake,cream cheese,sugar,egg,chocolate chips}"
551700,Hardtack,"{2 c. sugar (white),1 c. water,3 Tbsp. Karo syrup (white),2 Tbsp. vinegar (white),1 tsp. flavoring oil,1 tsp. coloring}","{""Heat sugar, water, Karo syrup and vinegar to hard crack stage. Remove from heat."",Add oil and coloring.}",www.cookbooks.com/Recipe-Details.aspx?id=198413,Gathered,"{sugar,water,syrup,vinegar,flavoring oil,coloring}"
