id,ingredients_normalized
2401,"""['corn meal', 'flour', 'salt', 'soda', 'egg', 'salad oil', 'buttermilk', 'creamed corn', 'jalapeno', 'green pepper', 'green onion', 'cheddar cheese']"""
2402,"""['cream cheese', 'peanut butter', 'powdered sugar', 'cool whip']"""
2403,"""['chicken', 'cream cheese', 'margarine', 'butter', 'cheese', 'bacon']"""
2404,"""['pork', 'pineapple juice', 'sherry', 'brown sugar', 'rosemary', 'garlic']"""
2405,"""['half and half', 'butter', 'salt', 'potato', 'parmesan']"""
2406,"""['margarine', 'cream cheese', 'powdered sugar', 'vanilla']"""
2407,"""['beef', 'flour', 'celery salt', 'pepper', 'oil', 'onion', 'tomato', 'worcestershire sauce', 'garlic powder', 'water', 'cornstarch']"""
2408,"""['pork', 'ham', 'celery', 'cracker', 'milk', 'egg', 'salt', 'pepper']"""
2409,"""['goat milk', 'buttermilk', 'rennet', 'salt']"""
2410,"""['vanilla pudding', 'cool whip', 'chocolate', 'corn syrup', 'powdered sugar', 'milk', 'graham cracker', 'margarine', 'vanilla']"""
2411,"""['turkey', 'onion', 'kidney bean', 'salt', 'barzi fixins', 'tomato', 'tomato paste']"""
2412,"""['beef', 'pepper', 'onion', 'celery soup', 'tater tot']"""
2413,"""['egg', 'sugar', 'butter', 'lemon extract', 'shortening', 'flour', 'vanilla extract', 'sun-drop']"""
2414,"""['shortening', 'sugar', 'egg', 'vanilla', 'margarine', 'flour', 'cinnamon', 'allspice', 'nutmeg', 'salt', 'soda', 'buttermilk', 'apple', 'pecan']"""
2415,"""['corn', 'skim milk', 'egg', 'cracker', 'pimento', 'onion', 'margarine', 'pepper']"""
2416,"""['yeast', 'water', 'milk', 'sugar', 'shortening', 'flour', 'egg']"""
2417,"""['powdered sugar', 'cream cheese', 'oil', 'food coloring']"""
2418,"""['cream cheese', 'cool whip', 'peanut butter', 'milk', 'sugar', 'graham cracker']"""
2419,"""['ginger ale', 'orange juice', 'pineapple juice', 'orange pop', 'sugar', 'sherbet']"""
2420,"""['mostaccioli', 'margarine', 'flour', 'milk', 'parmesan', 'salt', 'garlic powder', 'thyme', 'nutmeg', 'broccoli', 'swiss cheese']"""
2421,"""['sweet potato', 'brown sugar', 'white sugar', 'baking soda', 'baking powder', 'cinnamon', 'cloves', 'allspice', 'buttermilk', 'egg', 'vanilla', 'pie shell']"""
2422,"""['egg', 'sugar', 'brown sugar', 'flour', 'margarine', 'potato', 'salt', 'nutmeg', 'cinnamon', 'vanilla', 'milk']"""
2423,"""['cheese spread', 'butter', 'mustard', 'bread', 'egg', 'milk', 'ham', 'pork sausage']"""
2424,"""['egg', 'milk', 'bread crumb', 'onion', 'salt', 'sage', 'beef']"""
2425,"""['graham cracker', 'butter', 'powdered sugar', 'vanilla', 'egg', 'banana', 'pineapple', 'cool whip', 'nut']"""
2426,"""['butter', 'vegetable shortening', 'sugar', 'vanilla', 'almond', 'egg', 'flour', 'baking powder', 'milk']"""
2427,"""['butter', 'peanut butter', 'granulated sugar', 'brown sugar', 'egg', 'vanilla', 'flour', 'baking soda']"""
2428,"""['sugar', 'cocoa', 'flour', 'egg yolk', 'milk', 'butter', 'vanilla']"""
2429,"""['egg', 'salt', 'sugar', 'butter', 'vanilla', 'rum']"""
2430,"""['tomato', 'pepper', 'onion', 'sugar', 'vinegar', 'salt', 'cinnamon', 'cloves', 'allspice', 'hot pepper']"""
2431,"""['blueberry', 'flour', 'baking powder', 'salt', 'sugar', 'butter', 'egg', 'milk', 'vanilla']"""
2432,"""['apple', 'brown sugar', 'flour', 'cinnamon', 'butter', 'salt']"""
2433,"""['butter', 'sugar', 'pumpkin', 'egg', 'vanilla', 'flour', 'baking powder', 'baking soda', 'cinnamon', 'allspice', 'chocolate']"""
2434,"""['margarine', 'sugar', 'egg', 'milk', 'potato', 'flour', 'cocoa', 'baking powder', 'salt', 'cinnamon', 'nutmeg', 'pecan', 'vanilla', 'powdered sugar']"""
2435,"""['flour', 'shortening', 'salt', 'egg', 'water', 'vinegar']"""
2436,"""['cake mix', 'egg', 'oil', 'mandarin orange']"""
2437,"""['butter', 'powdered sugar', 'peanut butter', 'rice krisp', 'chocolate', 'wax']"""
2438,"""['noodle', 'butter', 'beef', 'mushroom', 'onion', 'flour', 'beef broth', 'dijon mustard', 'sour cream', 'dill']"""
2439,"""['chicken', 'celery soup', 'sour cream']"""
2440,"""['egg', 'mustard', 'sugar', 'miracle whip', 'salt', 'pepper']"""
2441,"""['sour cream', 'cheez whiz', 'mayonnaise', 'worcestershire sauce', 'onion soup']"""
2442,"""['sugar', 'shortening', 'egg', 'molasses', 'flour', 'cinnamon', 'soda', 'salt', 'oat', 'nut', 'raisin']"""
2443,"""['scallops', 'lime juice', 'vegetable oil', 'honey', 'soy sauce', 'ginger', 'sesame seed']"""
2444,"""['rice', 'chicken', 'chicken broth', 'water', 'onion', 'bell pepper', 'pimiento']"""
2445,"""['shortening', 'brown sugar', 'egg yolk', 'vanilla', 'flour', 'chocolate', 'nut']"""
2446,"""['yellow cake mix', 'sugar', 'vanilla pudding', 'coconut', 'nut', 'cherry', 'pineapple', 'banana', 'cool whip']"""
2447,"""['ham', 'potato', 'egg', 'cheese', 'mayonnaise']"""
2448,"""['butter', 'flour', 'milk', 'mushroom', 'cheese', 'tabasco sauce', 'soy sauce', 'onion', 'salt', 'pepper', 'seasoning', 'green bean', 'water chestnut']"""
2449,"""['lentil', 'vegetable oil', 'onion', 'garlic', 'tomato', 'sausage', 'sugar', 'pepper', 'salt', 'bay leaf']"""
2450,"""['apple', 'brown sugar', 'flour', 'salt', 'nutmeg', 'butter']"""
2451,"""['lettuce', 'pea', 'cauliflower', 'bacon', 'ranch dressing', 'mayonnaise', 'cheese']"""
2452,"""['beef', 'tomato', 'chili powder', 'cumin', 'oregano', 'brown sugar', 'tabasco', 'onion', 'garlic', 'tomato sauce', 'salt']"""
2453,"""['egg', 'applesauce', 'sugar', 'vegetable oil', 'milk', 'cinnamon', 'nutmeg', 'baking soda', 'baking powder', 'salt', 'flour', 'pecan', 'candied fruit', 'brown sugar']"""
2454,"""['mayonnaise', 'cream of mushroom soup', 'cream cheese', 'gelatin', 'water', 'onion', 'celery', 'pimento', 'salt', 'pepper', 'crab meat']"""
2455,"""['vanilla pudding', 'cool whip', 'cinnamon', 'cloves', 'nutmeg', 'amaretto']"""
2456,"""['cream cheese', 'mustard', 'soy sauce', 'onion', 'lemon juice', 'paprika', 'shrimp', 'nut']"""
2457,"""['graham cracker', 'margarine', 'vanilla', 'egg', 'sugar', 'cream cheese', 'pie filling']"""
2458,"""['brown sugar', 'margarine', 'egg', 'sour milk', 'allspice', 'salt', 'cocoa', 'chocolate', 'walnut', 'white sugar', 'oil', 'vanilla', 'flour', 'cinnamon', 'baking soda', 'zucchini']"""
2459,"""['strawberry', 'water', 'cold water', 'ice', 'banana', 'cake', 'orange juice', 'milk', 'vanilla', 'whip']"""
2460,"""['mushroom', 'rice', 'flour', 'onion', 'parsley', 'pepper', 'chicken', 'cream', 'butter', 'bouillon', 'salt', 'bread crumb']"""
2461,"""['onion', 'shortening', 'tomato juice', 'water', 'green pepper', 'beef', 'rice', 'salt', 'pepper']"""
2462,"""['beef', 'pork', 'salt', 'pepper', 'flour', 'oil', 'onion', 'potato', 'carrot']"""
2463,"""['cornmeal', 'salt', 'baking soda', 'bacon', 'sour cream', 'corn', 'egg', 'cheddar', 'green chili']"""
2464,"""['corn', 'egg', 'sugar', 'milk', 'cracker', 'butter']"""
2465,"""['lime', 'jalapeno', 'onion', 'brown sugar', 'ginger', 'salt', 'pineapple', 'orange', 'raisin', 'tomato soup', 'cream cheese', 'gelatin', 'egg', 'celery', 'tabasco', 'mayonnaise', 'shrimp']"""
2466,"""['cranberry', 'jello', 'sugar', 'pineapple', 'apple', 'nut', 'water']"""
2467,"""['pea', 'water', 'bacon', 'onion', 'bay leaf', 'carrot', 'celery', 'pepper']"""
2468,"""['margarine', 'sugar', 'vanilla', 'nut', 'egg', 'cocoa', 'flour']"""
2469,"""['flour', 'sugar', 'baking powder', 'salt', 'cinnamon', 'margarine', 'granola', 'egg', 'applesauce', 'raisin']"""
2470,"""['butter', 'flour', 'salt', 'pepper', 'milk', 'corn', 'egg', 'cracker']"""
2471,"""['sugar', 'chocolate', 'egg', 'butter', 'vanilla', 'pie crust', 'whipped cream']"""
2472,"""['milk', 'butter', 'sugar', 'cocoa', 'salt', 'oat', 'peanut butter', 'vanilla']"""
2473,"""['margarine', 'egg', 'baking soda', 'sour cream', 'orange', 'sugar', 'flour', 'salt', 'lemon', 'vanilla']"""
2474,"""['vanilla ice cream', 'coconut cream', 'milk']"""
2475,"""['potato', 'butter', 'milk', 'flour']"""
2476,"""['peanut butter', 'oil', 'crisco', 'sugar', 'egg', 'flour', 'baking powder', 'salt', 'milk', 'vanilla', 'cocoa']"""
2477,"""['california blend vegetables', 'cream of mushroom soup', 'cheddar cheese', 'sour cream', 'french fried onion']"""
2478,"""['margarine', 'celery', 'flour', 'chicken stock', 'parmesan', 'accent', 'carrot', 'onion', 'mustard', 'cheddar', 'beer', 'salt', 'pepper']"""
2479,"""['water', 'raisin', 'applesauce', 'egg', 'sweetener', 'oil', 'soda', 'flour', 'cinnamon', 'nutmeg', 'vanilla']"""
2480,"""['lemonade concentrate', 'lavender', 'water']"""
2481,"""['water', 'yeast', 'flour', 'salt', 'oil']"""
2482,"""['fruit cocktail', 'coconut', 'milk', 'marshmallow', 'cool whip']"""
2483,"""['chipped beef', 'cream cheese', 'shallot', 'worcestershire sauce', 'pecan']"""
2484,"""['vanilla', 'nut', 'date', 'condensed milk', 'lemon juice']"""
2485,"""['flour', 'baking powder', 'salt', 'margarine', 'sugar', 'egg', 'vanilla', 'sour cream', 'milk', 'blueberry', 'cinnamon', 'butter']"""
2486,"""['salmon', 'bread crumb', 'onion', 'green onion', 'egg', 'evaporated milk', 'butter', 'vegetable oil']"""
2487,"""['egg', 'vegetable shortening', 'sugar', 'baking soda', 'salt', 'buttermilk', 'baking powder', 'vanilla', 'flour']"""
2488,"""['soy sauce', 'lime juice', 'molasses', 'curry powder', 'garlic']"""
2489,"""['cheese blintz', 'vanilla', 'sugar', 'butter', 'sour cream', 'egg']"""
2490,"""['mascarpone cheese', 'salt', 'sugar', 'egg white', 'marsala', 'ladyfinger', 'coffee', 'chocolate powder']"""
2491,"""['spinach', 'sausage', 'tomato sauce', 'cottage cheese', 'parmesan', 'egg', 'mozzarella', 'crouton']"""
2492,"""['egg', 'butter', 'cornstarch', 'chocolate', 'sugar', 'bourbon', 'pecan', 'pie shell']"""
2493,"""['cornstarch', 'sugar', 'salt', 'milk', 'evaporated milk', 'egg yolk', 'vanilla', 'vanilla wafer', 'banana', 'dark brown sugar', 'whipped cream']"""
2494,"""['margarine', 'water', 'cocoa', 'oil', 'flour', 'salt', 'sugar', 'egg', 'buttermilk', 'cinnamon', 'vanilla', 'soda']"""
2495,"""['peanut butter', 'butter', 'powdered sugar', 'milk', 'vanilla', 'peanut', 'chocolate', 'condensed milk']"""
2496,"""['flour', 'baking powder', 'corn meal', 'sugar', 'salt', 'onion', 'egg', 'beer', 'cooking oil']"""
2497,"""['flour', 'oats', 'baking soda', 'cinnamon', 'salt', 'butter', 'brown sugar', 'granulated sugar', 'egg', 'vanilla', 'pumpkin', 'chocolate', 'raisin', 'nut']"""
2498,"""['butter', 'zucchini', 'carrot', 'onion', 'sour cream', 'cheddar cheese', 'salt', 'pepper', 'breadcrumb']"""
2499,"""['apple juice', 'onion', 'water', 'vinegar', 'brown sugar', 'cornstarch', 'poppy seed', 'mustard']"""
2500,"""['beef', 'pork', 'onion', 'pepper', 'tomato', 'tomato sauce', 'chili powder', 'black pepper', 'garlic', 'worcestershire sauce', 'oregano', 'paprika', 'cumin', 'sugar', 'green chili']"""
2501,"""['sugar', 'milk', 'egg yolk', 'oleo', 'cornstarch', 'vanilla', 'nutmeg']"""
2502,"""['tomato soup', 'gelatine', 'cream cheese', 'celery', 'shrimp', 'mayonnaise', 'onion']"""
2503,"""['flour', 'corn meal', 'baking powder', 'salt', 'soda', 'margarine', 'brown sugar', 'egg', 'maple syrup', 'buttermilk', 'pecan']"""
2504,"""['carrot', 'raisin', 'walnut', 'mayonnaise', 'cider vinegar', 'sugar', 'lemon juice']"""
2505,"""['broccoli', 'mushroom soup', 'cheddar cheese', 'egg', 'mayonnaise', 'bread crumb']"""
2506,"""['ginger', 'orange juice', 'pineapple juice', 'yogurt', 'lime juice', 'cilantro']"""
2507,"""['pork', 'barbecue sauce', 'tomato catsup', 'sorghum molasses', 'brown sugar', 'mustard', 'onion', 'bacon grease']"""
2508,"""['broccoli', 'onion', 'rice', 'mushroom', 'chicken', 'velveeta']"""
2509,"""['water', 'cornstarch', 'sugar-free strawberry jell-o', 'strawberry']"""
2510,"""['egg', 'flour', 'milk', 'salt', 'nutmeg', 'butter']"""
2511,"""['oleo', 'sugar', 'peanut butter', 'milk', 'vanilla', 'oats']"""
2512,"""['strawberry jello', 'water', 'cranberry', 'apple', 'orange', 'sugar', 'nut']"""
2513,"""['beef', 'bread crumb', 'egg', 'milk', 'onion', 'salt', 'pepper', 'nutmeg']"""
2514,"""['apple', 'cornstarch', 'cinnamon', 'sugar', 'margarine']"""
2515,"""['butter', 'sugar', 'egg', 'salt', 'soda', 'flour', 'banana', 'pecan']"""
2516,"""['quik', 'powdered sugar', 'coffee-mate', 'carnation milk']"""
2517,"""['cheese', 'egg', 'mayonnaise', 'mustard', 'vinegar', 'salt', 'pimiento']"""
2518,"""['strawberry', 'sugar', 'water', 'sure-jell']"""
2519,"""['cabbage', 'bacon', 'onion', 'bell pepper']"""
2520,"""['stew meat', 'rice', 'onion', 'corn', 'pea', 'beef broth', 'bacon']"""
2521,"""['pie crust', 'sugar', 'flour', 'corn syrup', 'butter', 'egg', 'vanilla', 'pecan']"""
2522,"""['bean', 'tomato', 'beef broth', 'spaghetti sauce', 'celery', 'onion', 'pasta', 'pinto bean', 'salt', 'pepper']"""
2523,"""['flour', 'brown sugar', 'nut', 'butter']"""
2524,"""['egg', 'syrup', 'sugar', 'nut', 'butter', 'vanilla', 'salt']"""
2525,"""['flour', 'salt', 'sugar', 'apricot preserve', 'vanilla', 'cinnamon', 'baking powder', 'butter', 'egg', 'milk', 'strawberry']"""
2526,"""['green bean', 'mushroom', 'beef broth', 'provolone', 'onion', 'margarine']"""
2527,"""['pie shell', 'sugar', 'flour', 'salt', 'nutmeg', 'cinnamon', 'peach', 'cream']"""
2528,"""['oleo', 'peanut butter', 'egg', 'vanilla', 'reeses cup', 'brown sugar', 'white sugar', 'baking soda', 'salt', 'flour']"""
2529,"""['cranberry', 'raspberry', 'orange', 'sugar', 'apple']"""
2530,"""['hash brown', 'onion', 'chicken broth', 'cheddar cheese', 'sour cream', 'butter', 'salt', 'pepper']"""
2531,"""['sweet potato', 'apple pie filling', 'cranberry sauce', 'apricot preserve', 'orange marmalade']"""
2532,"""['margarine', 'onion', 'flour', 'milk', 'cheddar cheese', 'salt', 'mustard', 'pepper', 'potato', 'paprika']"""
2533,"""['cream cheese', 'sour cream', 'sugar', 'cherry', 'pineapple', 'pecan', 'marshmallow']"""
2534,"""['egg', 'water', 'corn chip', 'chili with beans', 'enchilada sauce', 'green pepper', 'onion', 'cheddar cheese', 'lettuce', 'tomato']"""
2535,"""['chocolate', 'butter', 'brown sugar', 'granulated sugar', 'egg', 'flour', 'baking powder', 'vanilla']"""
2536,"""['margarine', 'flour', 'milk', 'water', 'cheese', 'potato']"""
2537,"""['raspberry jello', 'cranberry sauce', 'pineapple', 'celery', 'pecan']"""
2538,"""['bean', 'salt', 'pork', 'tomato', 'brown sugar', 'white sugar', 'mustard', 'cinnamon', 'ketchup', 'water', 'pepper', 'cornstarch']"""
2539,"""['onion', 'garlic', 'fat', 'beef', 'sausage', 'tomato', 'corn', 'salt', 'chili powder', 'olive', 'corn meal', 'milk', 'egg', 'cheddar cheese']"""
2540,"""['broccoli', 'corn', 'stuffing', 'butter', 'egg']"""
2541,"""['sugar', 'peanut butter', 'cream cheese', 'cool whip', 'shortbread']"""
2542,"""['pumpkin', 'sugar', 'flour', 'egg', 'milk', 'cinnamon', 'vanilla', 'butter']"""
2543,"""['flour', 'sugar', 'butter', 'apple']"""
2544,"""['flour', 'sugar', 'water', 'shrimp', 'salt', 'egg', 'salad oil']"""
2545,"""['spinach', 'vegetable oil', 'garlic', 'onion', 'chicken broth', 'salt', 'pepper']"""
2546,"""['onion', 'margarine', 'beef', 'turkey', 'spaghetti sauce', 'tomato', 'mushroom', 'macaroni', 'cheese', 'sour cream', 'mozzarella']"""
2547,"""['cake mix']"""
2548,"""['hash brown', 'butter', 'salt', 'pepper', 'onion', 'cream cheese', 'milk', 'chicken soup', 'cheddar cheese']"""
2549,"""['apple juice', 'water', 'tang', 'cinnamon', 'nutmeg', 'cloves']"""
2550,"""['lemon-lime kool-aid', 'sugar', 'pineapple juice', 'ginger ale']"""
2551,"""['bacon', 'onion', 'flour', 'vinegar', 'water', 'sugar', 'salt', 'pepper', 'potato']"""
2552,"""['pie crust', 'egg', 'cheddar cheese', 'old bay seasoning', 'sour cream', 'onion', 'salmon', 'mayonnaise', 'dill']"""
2553,"""['sugar', 'margarine', 'lemon', 'lemon juice', 'cornstarch', 'egg']"""
2554,"""['cabbage', 'onion', 'bell pepper', 'pimento', 'vinegar', 'salad oil', 'sugar', 'salt', 'celery seed']"""
2555,"""['shortening', 'cider vinegar', 'salt', 'garlic', 'dry mustard', 'worcestershire sauce', 'soy sauce', 'ketchup', 'brown sugar']"""
2556,"""['chocolate', 'flour', 'sugar', 'butter', 'egg', 'salt', 'vanilla', 'baking powder', 'walnut', 'confectioners sugar']"""
2557,"""['ritz', 'peanut butter', 'chocolate bark']"""
2558,"""['macaroni', 'egg', 'onion', 'cheese', 'ham', 'milk', 'cream of chicken soup']"""
2559,"""['sugar', 'margarine', 'evaporated milk', 'chocolate', 'marshmallow cream', 'nut', 'vanilla']"""
2560,"""['crescent roll', 'sausage', 'cheese', 'egg', 'milk', 'green pepper', 'salt', 'pepper', 'oregano']"""
2561,"""['water', 'sugar', 'vinegar']"""
2562,"""['brisket', 'onion', 'liquid smoke', 'barbecue sauce', 'bun']"""
2563,"""['beef', 'salt', 'liquid smoke', 'water', 'onion powder', 'pepper', 'garlic powder', 'peppercorn', 'mustard seed']"""
2564,"""['margarine', 'sugar', 'egg', 'vanilla', 'flour', 'lemon pudding', 'confectioners sugar']"""
2565,"""['crescent roll dough', 'onion', 'asparagus soup', 'cheddar cheese', 'egg', 'salt', 'lemon pepper seasoning']"""
2566,"""['butter', 'margarine', 'beef', 'onion', 'garlic', 'pepper', 'chili powder', 'mustard', 'tomato paste', 'water', 'wiener']"""
2567,"""['butter', 'egg', 'sugar', 'date', 'rice krisp', 'vanilla', 'nut']"""
2568,"""['squash', 'egg', 'salt', 'pepper', 'cracker', 'margarine', 'onion', 'cheese', 'milk']"""
2569,"""['bacon', 'egg', 'sugar', 'vinegar', 'water', 'spinach', 'onion', 'salt', 'pepper', 'hard-cooked egg']"""
2570,"""['cauliflower', 'broccoli', 'onion', 'tomato', 'cucumber', 'celery', 'bell pepper', 'ranch dressing']"""
2571,"""['butter', 'egg', 'banana', 'nut', 'sugar', 'milk', 'flour', 'lemon']"""
2572,"""['margarine', 'egg', 'chocolate syrup', 'flour', 'baking powder', 'sugar', 'vanilla', 'nut']"""
2573,"""['flour', 'egg', 'buttermilk', 'sugar', 'peanut butter', 'oil', 'vanilla']"""
2574,"""['kraut', 'green pepper', 'celery', 'carrot', 'sugar', 'vinegar', 'water']"""
2575,"""['veleveta', 'tomato', 'beef', 'tomato sauce', 'potato chip', 'onion']"""
2576,"""['beef', 'tomato', 'olive oil', 'onion', 'parsley', 'oregano', 'garlic', 'salt', 'pepper']"""
2577,"""['sweet potato', 'sugar', 'egg', 'milk', 'vanilla', 'butter', 'brown sugar', 'flour', 'pecan']"""
2578,"""['carrot', 'pepper', 'salad oil', 'sugar', 'salt', 'onion', 'tomato soup', 'vinegar', 'mustard']"""
2579,"""['broccoli', 'cheddar cheese', 'onion', 'milk', 'egg', 'buttermilk', 'salt', 'pepper']"""
2580,"""['marshmallow', 'cake mix', 'strawberry', 'jello']"""
2581,"""['egg', 'sugar', 'butter', 'maple syrup', 'pecan', 'salt']"""
2582,"""['egg', 'whiskey', 'coffee', 'chocolate', 'milk', 'coconut', 'vanilla', 'almond']"""
2583,"""['pear', 'sugar', 'ginger', 'lemon']"""
2584,"""['oyster cracker', 'garlic', 'salt', 'dill', 'oil', 'ranch dressing', 'lemon pepper']"""
2585,"""['apple', 'sugar', 'flour', 'salt', 'cinnamon']"""
2586,"""['butter', 'brown sugar', 'egg', 'flour', 'nut', 'vanilla']"""
2587,"""['onion', 'butter', 'corn', 'broccoli', 'carrot', 'water', 'cream of potato soup', 'milk', 'cheddar', 'provolone', 'pepper']"""
2588,"""['cheddar cheese', 'cream cheese', 'garlic powder', 'onion', 'nut', 'parsley']"""
2589,"""['oat', 'flour', 'apple', 'brown sugar', 'baking powder', 'salt', 'cinnamon', 'milk', 'egg', 'vegetable oil', 'granulated sugar']"""
2590,"""['hamburger', 'onion', 'corn', 'vegetable soup', 'milk', 'egg', 'cracker']"""
2591,"""['noodle', 'chicken broth', 'cheese', 'chicken', 'milk']"""
2592,"""['beef', 'tomato', 'vegetable', 'onion soup', 'orzo']"""
2593,"""['cottage cheese', 'jello', 'pineapple', 'mandarin orange', 'whipped cream', 'vanilla']"""
2594,"""['egg', 'sugar', 'crisco', 'milk', 'baking powder', 'salt', 'vanilla', 'flour']"""
2595,"""['onion', 'beef', 'chili powder', 'garlic powder', 'cumin', 'cayenne pepper', 'paprika', 'pepper', 'tomato salsa', 'refried beans', 'pizza crust', 'tomato', 'lettuce', 'cheddar cheese', 'langostino', 'butter', 'milk', 'half and half', 'ritz cracker', 'diced tomatoes', 'garlic', 'basil', 'worcestershire sauce', 'bouillon', 'kidney beans', 'pasta', 'ziti', 'turkey', 'lamb', 'medium onion', 'cloves garlic', 'tomato sauce', 'red wine', 'parsley', 'oregano', 'salt', 'cinnamon', 'parmesan cheese', 'margarine', 'flour', 'egg']"""
2596,"""['oil', 'sugar', 'egg', 'vanilla', 'flour', 'baking soda', 'salt', 'banana', 'nut']"""
2597,"""['condensed cream of celery soup', 'milk', 'tuna', 'broccoli', 'cheddar cheese', 'french fried onions', 'tortilla', 'tomato']"""
2598,"""['green chili', 'cheddar cheese', 'egg', 'milk']"""
2599,"""['potato', 'cheddar cheese', 'onion', 'beef broth', 'butter', 'sour cream', 'cracker']"""
2600,"""['pepper', 'carrot', 'cabbage', 'sugar', 'vinegar', 'mayonnaise', 'salt', 'paprika']"""
2601,"""['peanut butter', 'margarine', 'sugar', 'rice cereal', 'chocolate']"""
2602,"""['duck', 'apple', 'water', 'salt', 'prune', 'butter', 'cherry', 'bread', 'orange']"""
2603,"""['brownie mix', 'flour', 'egg', 'vegetable oil', 'chocolate', 'hersheys syrup']"""
2604,"""['chocolate pudding mix', 'milk', 'cake', 'strawberry', 'strawberry preserve', 'cool whip']"""
2605,"""['shrimp', 'cream cheese', 'thousand island dressing', 'mayonnaise', 'picante sauce', 'onion', 'horseradish', 'green onion']"""
2606,"""['squash', 'corn meal', 'butter']"""
2607,"""['cocoa powder', 'sweetener', 'cinnamon', 'skim milk', 'vanilla']"""
2608,"""['cheddar cheese', 'spaghetti sauce', 'beef', 'onion', 'zucchini']"""
2609,"""['sugar', 'water', 'vinegar', 'salt', 'gelatine', 'celery', 'onion', 'lemon juice', 'pimiento', 'pecan', 'asparagus', 'asparagus liquid']"""
2610,"""['egg', 'sugar', 'flour', 'water', 'cream of tartar', 'almond']"""
2611,"""['cucumber', 'spice', 'sugar', 'vinegar']"""
2612,"""['onion', 'celery', 'garlic', 'margarine', 'ketchup', 'water', 'brown sugar', 'vinegar', 'chili powder', 'salt', 'pepper', 'pork', 'hamburger bun']"""
2613,"""['chicken', 'cranberry sauce', 'dressing', 'wine', 'onion soup mix']"""
2614,"""['chocolate', 'water', 'sugar', 'egg', 'cream', 'vanilla', 'ladyfinger']"""
2615,"""['lemon juice', 'pepper', 'garlic powder', 'onion powder', 'chicken', 'paprika', 'thyme', 'marjoram', 'celery seed', 'cinnamon']"""
2616,"""['chicken', 'wine', 'soy sauce', 'orange juice', 'lemon juice', 'tabasco', 'brown sugar', 'ginger']"""
2617,"""['chocolate', 'peanut', 'noodle']"""
2618,"""['water', 'oatmeal', 'butter', 'egg', 'flour', 'brown sugar', 'sugar', 'salt', 'cinnamon', 'soda', 'vanilla', 'nut']"""
2619,"""['spice or cake mix', 'apple pie filling', 'egg', 'sugar', 'cinnamon']"""
2620,"""['oat', 'sugar', 'butter', 'flour', 'salt', 'vanilla', 'water', 'brown sugar', 'egg', 'baking soda', 'cinnamon']"""
2621,"""['pecan', 'egg', 'white syrup', 'butter', 'sugar', 'salt', 'vanilla']"""
2622,"""['yogurt', 'crouton', 'pepper', 'garlic', 'chicken']"""
2623,"""['flour', 'salt', 'sugar', 'shortening', 'water', 'soda', 'ginger', 'cinnamon', 'molasses', 'coconut']"""
2624,"""['brown sugar', 'pumpkin', 'shortening', 'vanilla', 'flour', 'baking powder', 'soda', 'cinnamon', 'ginger', 'nutmeg', 'raisin', 'nut']"""
2625,"""['cream cheese', 'ham', 'onion powder', 'accent', 'worcestershire']"""
2626,"""['fish', 'bread', 'parmesan', 'chicken', 'parsley', 'garlic', 'onion', 'pepper', 'salt', 'butter']"""
2627,"""['flour', 'baking powder', 'sugar', 'salt', 'baking soda', 'orange', 'shortening', 'water', 'egg', 'walnut', 'cranberry']"""
2628,"""['cheese', 'margarine', 'flour']"""
2629,"""['beef', 'onion', 'cheese', 'egg', 'oregano', 'parmesan', 'garlic salt', 'manicotti shell', 'tomato', 'tomato sauce', 'water', 'mozzarella']"""
2630,"""['flour', 'sugar', 'cocoa', 'oleo', 'water', 'egg', 'buttermilk', 'baking soda', 'vanilla', 'milk', 'powdered sugar', 'nut']"""
2631,"""['pudding', 'milk', 'cool whip', 'chocolate', 'graham cracker']"""
2632,"""['potato', 'onion', 'celery', 'parsley', 'pepper', 'garlic', 'red pepper', 'mustard', 'mayonnaise']"""
2633,"""['jello', 'vinegar', 'pecan', 'water', 'salt', 'pineapple', 'coconut']"""
2634,"""['bread', 'ham', 'swiss cheese', 'butter', 'onion', 'poppy seed', 'mustard']"""
2635,"""['wheat bread', 'egg', 'salt']"""
2636,"""['butter', 'brown sugar', 'white sugar', 'egg', 'vanilla', 'flour', 'coconut', 'nut', 'oatmeal', 'cornflakes']"""
2637,"""['red bean', 'mixed vegetable', 'noodle', 'pimento', 'onion', 'celery', 'celery seed', 'salt', 'margarine', 'sugar', 'vinegar', 'flour', 'mustard', 'bell pepper']"""
2638,"""['beef', 'onion', 'pepper', 'catsup', 'worcestershire sauce', 'mushroom soup', 'tomato soup', 'macaroni']"""
2639,"""['grits', 'butter', 'bacon', 'egg', 'cheddar']"""
2640,"""['broccoli', 'tomato', 'sour cream', 'mustard']"""
2641,"""['sugar', 'butter', 'egg', 'salt', 'flour', 'cream of tartar', 'baking soda', 'cinnamon']"""
2642,"""['cranberry juice', 'pineapple juice', 'water', 'brown sugar', 'allspice', 'cloves', 'cinnamon', 'lemon']"""
2643,"""['tomato', 'onion', 'jalapeno', 'canola oil', 'cumin', 'garlic salt', 'black pepper']"""
2644,"""['strawberry gelatin', 'sugar', 'water', 'pie shell', 'whipped topping', 'strawberry']"""
2645,"""['sugar', 'margarine', 'milk', 'cocoa', 'vanilla', 'peanut butter', 'oatmeal']"""
2646,"""['cocoa', 'salt', 'sugar', 'water', 'milk']"""
