fdc_id,description,mapped_ingredient
323200,"Almonds, dry roasted, salted - NFY1213J8","""almond"""
323201,"Almonds, dry roasted, salted - NFY1213J9","""almond"""
323202,"Almonds, dry roasted, salted - NFY1213JA","""almond"""
323203,"Almonds, dry roasted, salted - NFY1213J1","""almond"""
323204,"Almonds, Dry Roasted, Salted, Blue Diamond - KY, CA2","""almond"""
323205,"ALMONDS, DRY ROASTED, SALTED, STORE BRAND","""almond"""
323206,"ALMONDS, DRY ROASTED, SALTED, STORE BRAND","""almond"""
323207,"ALMONDS, DRY ROASTED, SALTED, STORE BRAND","""almond"""
323208,"ALMONDS, DRY ROASTED, SALTED, STORE BRAND","""almond"""
323209,"ALMONDS, DRY ROASTED, SALTED, STORE BRAND","""almond"""
323210,Almonds dry roasted salted,"""almond"""
323211,Almonds dry roasted salted,"""almond"""
323212,"ALMONDS, DRY ROASTED, SALTED, EMERALD","""almond"""
323213,"ALMONDS, DRY ROASTED, SALTED, EMERALD","""almond"""
323214,"ALMONDS, DRY ROASTED, SALTED, EMERALD","""almond"""
323215,"ALMONDS, DRY ROASTED, SALTED, EMERALD","""almond"""
323216,"ALMONDS, DRY ROASTED, SALTED, EMERALD","""almond"""
323217,"ALMONDS, DRY ROASTED, SALTED, EMERALD","""almond"""
323218,"ALMONDS, DRY ROASTED, SALTED, EMERALD","""almond"""
323219,"Almonds, dry roasted, salted - NFY1213IJ","""almond"""
323220,Almonds dry roasted salted,"""almond"""
323221,Almonds dry roasted salted,"""almond"""
323222,Almonds dry roasted salted,"""almond"""
323223,Almonds dry roasted salted,"""almond"""
323224,Almonds dry roasted salted,"""almond"""
323225,"Almonds, dry roasted, salted - NFY1213IK","""almond"""
323226,"Almonds, dry roasted, salted - NFY1213IL","""almond"""
323227,"Almonds, dry roasted, salted - NFY1213IM","""almond"""
323228,"Almonds, dry roasted, salted - NFY1213ID","""almond"""
323229,"Almonds, Dry Roasted, Salted, Emerald - GA, NJ","""almond"""
323230,"ALMONDS, DRY ROASTED, SALTED, EMERALD","""almond"""
323231,"ALMONDS, DRY ROASTED, SALTED, EMERALD","""almond"""
323232,"ALMONDS, DRY ROASTED, SALTED, EMERALD","""almond"""
323233,"ALMONDS, DRY ROASTED, SALTED, EMERALD","""almond"""
323234,"ALMONDS, DRY ROASTED, SALTED, EMERALD","""almond"""
323235,"ALMONDS, DRY ROASTED, SALTED, EMERALD","""almond"""
323236,"ALMONDS, DRY ROASTED, SALTED, EMERALD","""almond"""
323237,"Almonds, dry roasted, salted - NFY1213I1","""almond"""
323238,Almonds dry roasted salted,"""almond"""
323239,Almonds dry roasted salted,"""almond"""
323240,Almonds dry roasted salted,"""almond"""
323241,Almonds dry roasted salted,"""almond"""
323242,Almonds dry roasted salted,"""almond"""
323243,"Almonds, dry roasted, salted - NFY1213I3","""almond"""
323244,"Almonds, dry roasted, salted - NFY1213I4","""almond"""
323245,"Almonds, dry roasted, salted - NFY1213I5","""almond"""
323246,"Almonds, dry roasted, salted - NFY1213I6","""almond"""
323247,"Almonds, dry roasted, salted - NFY1213HU","""almond"""
323248,"Almonds, dry roasted, salted - NFY1213I7","""almond"""
323249,"Almonds, dry roasted, salted - NFY1213HV","""almond"""
323250,"ALMONDS, DRY ROASTED, SALTED, STORE BRAND","""almond"""
323251,"ALMONDS, DRY ROASTED, SALTED, STORE BRAND","""almond"""
323252,"ALMONDS, DRY ROASTED, SALTED, STORE BRAND","""almond"""
323253,"ALMONDS, DRY ROASTED, SALTED, STORE BRAND","""almond"""
323254,"ALMONDS, DRY ROASTED, SALTED, STORE BRAND","""almond"""
323255,"Almonds, dry roasted, salted - NFY1213LE","""almond"""
323256,Almonds dry roasted salted,"""almond"""
323257,Almonds dry roasted salted,"""almond"""
323258,Almonds dry roasted salted,"""almond"""
323259,Almonds dry roasted salted,"""almond"""
323260,Almonds dry roasted salted,"""almond"""
323261,"Almonds, dry roasted, salted - NFY1213LG","""almond"""
323262,"Almonds, dry roasted, salted - NFY1213LH","""almond"""
323263,"Almonds, dry roasted, salted - NFY1213LI","""almond"""
323264,"Almonds, dry roasted, salted - NFY1213L8","""almond"""
323265,"ALMONDS, DRY ROASTED, SALTED, SNACK ARTIST","""almond"""
323266,"ALMONDS, DRY ROASTED, SALTED, SNACK ARTIST","""almond"""
323267,"ALMONDS, DRY ROASTED, SALTED, SNACK ARTIST","""almond"""
323268,"ALMONDS, DRY ROASTED, SALTED, SNACK ARTIST","""almond"""
323269,"ALMONDS, DRY ROASTED, SALTED, SNACK ARTIST","""almond"""
323270,"Almonds, dry roasted, salted - NFY1213KZ","""almond"""
323271,Almonds dry roasted salted,"""almond"""
323272,Almonds dry roasted salted,"""almond"""
323273,Almonds dry roasted salted,"""almond"""
323274,Almonds dry roasted salted,"""almond"""
323275,Almonds dry roasted salted,"""almond"""
323276,"Almonds, dry roasted, salted - NFY1213L0","""almond"""
323277,"Almonds, dry roasted, salted - NFY1213L1","""almond"""
323278,"Almonds, dry roasted, salted - NFY1213L2","""almond"""
323279,"Almonds, dry roasted, salted - NFY1213KT","""almond"""
323280,"ALMONDS, DRY ROASTED, SALTED, GREAT VALUE","""almond"""
323281,"ALMONDS, DRY ROASTED, SALTED, GREAT VALUE","""almond"""
323282,"ALMONDS, DRY ROASTED, SALTED, GREAT VALUE","""almond"""
323283,"Almonds, dry roasted, salted - NFY1213M0","""almond"""
323284,Almonds dry roasted salted,"""almond"""
323285,Almonds dry roasted salted,"""almond"""
323286,Almonds dry roasted salted,"""almond"""
323287,Almonds dry roasted salted,"""almond"""
323288,Almonds dry roasted salted,"""almond"""
323289,"Almonds, dry roasted, salted - NFY1213M1","""almond"""
323290,"Almonds, dry roasted, salted - NFY1213M2","""almond"""
323291,"Almonds, dry roasted, salted - NFY1213M3","""almond"""
323292,"Almonds, dry roasted, salted - NFY1213M4","""almond"""
323293,"Almonds, dry roasted, salted - NFY1213LU","""almond"""
323294,"Nuts, almonds, dry roasted, with salt added","""almond"""
323295,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323296,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323297,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323298,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323299,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323300,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323301,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323302,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323303,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323304,"CHEESE, RICOTTA, WHOLE MILK, SORRENTO","""ricotta"""
323305,"CHEESE, RICOTTA, WHOLE MILK, SORRENTO","""ricotta"""
323306,"CHEESE, RICOTTA, WHOLE MILK, SORRENTO","""ricotta"""
323307,"CHEESE, RICOTTA, WHOLE MILK, SORRENTO","""ricotta"""
323308,"CHEESE, RICOTTA, WHOLE MILK, SORRENTO","""ricotta"""
323309,"CHEESE, RICOTTA, WHOLE MILK, SORRENTO","""ricotta"""
323310,"CHEESE, RICOTTA, WHOLE MILK, SORRENTO","""ricotta"""
323311,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323312,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta"""
323313,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta"""
323314,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta"""
323315,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta"""
323316,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta"""
323317,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta"""
323318,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta"""
323319,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta"""
323320,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta"""
323321,Ricotta cheese whole milk - NFY1216UC,"""ricotta cheese"""
323322,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323323,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323324,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323325,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323326,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323327,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323328,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323329,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323330,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323331,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323332,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323333,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323334,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323335,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323336,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323337,Ricotta cheese whole milk - NFY1216VM,"""ricotta cheese"""
323338,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323339,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323340,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323341,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323342,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O","""ricotta"""
323343,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O","""ricotta"""
323344,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O","""ricotta"""
323345,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O","""ricotta"""
323346,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O","""ricotta"""
323347,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O","""ricotta"""
323348,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O","""ricotta"""
323349,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O","""ricotta"""
323350,"Ricotta cheese, whole milk - NFY1216W7","""ricotta cheese"""
323351,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O","""ricotta"""
323352,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O","""ricotta"""
323353,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O","""ricotta"""
323354,Ricotta cheese whole milk - NFY1216WD,"""ricotta cheese"""
323355,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O","""ricotta"""
323356,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O","""ricotta"""
323357,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O","""ricotta"""
323358,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O","""ricotta"""
323359,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O","""ricotta"""
323360,"Ricotta cheese, whole milk","""ricotta cheese"""
323361,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323362,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323363,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323364,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323365,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323366,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323367,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323368,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323369,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323370,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323371,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323372,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323373,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323374,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323375,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323376,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323377,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323378,"CHEESE, RICOTTA, WHOLE MILK, LUCERNE","""ricotta"""
323379,"CHEESE, RICOTTA, WHOLE MILK, LUCERNE","""ricotta"""
323380,"CHEESE, RICOTTA, WHOLE MILK, LUCERNE","""ricotta"""
323381,"CHEESE, RICOTTA, WHOLE MILK, LUCERNE","""ricotta"""
323382,"CHEESE, RICOTTA, WHOLE MILK, LUCERNE","""ricotta"""
323383,"CHEESE, RICOTTA, WHOLE MILK, LUCERNE","""ricotta"""
323384,"CHEESE, RICOTTA, WHOLE MILK, LUCERNE","""ricotta"""
323385,"CHEESE, RICOTTA, WHOLE MILK, LUCERNE","""ricotta"""
323386,"CHEESE, RICOTTA, WHOLE MILK, LUCERNE","""ricotta"""
323387,"CHEESE, RICOTTA, WHOLE MILK, LUCERNE","""ricotta"""
323388,"CHEESE, RICOTTA, WHOLE MILK, LUCERNE","""ricotta"""
323389,Ricotta cheese whole milk - NFY1216WV,"""ricotta cheese"""
323390,"CHEESE, RICOTTA, WHOLE MILK, LUCERNE","""ricotta"""
323391,"CHEESE, RICOTTA, WHOLE MILK, LUCERNE","""ricotta"""
323392,"CHEESE, RICOTTA, WHOLE MILK, LUCERNE","""ricotta"""
323393,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323394,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323395,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323396,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323397,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323398,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323399,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323400,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323401,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323402,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323403,Ricotta cheese whole milk - NFY1216XZ,"""ricotta cheese"""
323404,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323405,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323406,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323407,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323408,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323409,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323410,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323411,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323412,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323413,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323414,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323415,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323416,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323417,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323418,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323419,Ricotta cheese whole milk - NFY1216XI,"""ricotta cheese"""
323420,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323421,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323422,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323423,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323424,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER","""ricotta cheese"""
323425,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323426,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta"""
323427,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta"""
323428,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta"""
323429,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta"""
323430,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta"""
323431,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta"""
323432,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta"""
323433,"Ricotta cheese, whole milk - NFY1216UY","""ricotta cheese"""
323434,"Ricotta cheese, whole milk - NFY1216UZ","""ricotta cheese"""
323435,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323436,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323437,Ricotta cheese whole milk - NFY1216V4,"""ricotta cheese"""
323438,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323439,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323440,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323441,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323442,"CHEESE, RICOTTA, WHOLE MILK, GALBANI","""ricotta cheese"""
323443,"Ricotta cheese, whole milk","""ricotta cheese"""
323444,"Cheese, ricotta, whole milk","""ricotta"""
323445,"KALE, FRESH, UNPREPARED","""kale"""
323446,"KALE, FRESH, UNPREPARED","""kale"""
323447,"KALE, FRESH, UNPREPARED","""kale"""
323448,Kale - NFY1212EC,"""kale"""
323449,Kale,"""kale"""
323450,"Kale, Fresh, Unprepared - VA, TX","""kale"""
323451,"KALE, FRESH, UNPREPARED","""kale"""
323452,"KALE, FRESH, UNPREPARED","""kale"""
323453,"KALE, FRESH, UNPREPARED","""kale"""
323454,Kale - NFY1212CI,"""kale"""
323455,Kale,"""kale"""
323456,Kale,"""kale"""
323457,"Kale, Fresh, Unprepared - PA, CA1","""kale"""
323458,"KALE, FRESH, UNPREPARED","""kale"""
323459,"KALE, FRESH, UNPREPARED","""kale"""
323460,"KALE, FRESH, UNPREPARED","""kale"""
323461,Kale - NFY1212DW,"""kale"""
323462,Kale,"""kale"""
323463,Kale,"""kale"""
323464,Kale,"""kale"""
323465,Kale,"""kale"""
323466,Kale - NFY1212DX,"""kale"""
323467,Kale - NFY1212DY,"""kale"""
323468,Kale - NFY1212DZ,"""kale"""
323469,Kale - NFY1212DQ,"""kale"""
323470,Kale - NFY1212E0,"""kale"""
323471,Kale - NFY1212DR,"""kale"""
323472,"Kale, Fresh, Unprepared - AZ, NE","""kale"""
323473,"KALE, FRESH, UNPREPARED","""kale"""
323474,"KALE, FRESH, UNPREPARED","""kale"""
323475,"KALE, FRESH, UNPREPARED","""kale"""
323476,Kale - NFY1212CY,"""kale"""
323477,Kale,"""kale"""
323478,Kale,"""kale"""
323479,Kale,"""kale"""
323480,Kale,"""kale"""
323481,Kale,"""kale"""
323482,Kale - NFY1212CZ,"""kale"""
323483,Kale - NFY1212D0,"""kale"""
323484,Kale - NFY1212D1,"""kale"""
323485,Kale - NFY1212D2,"""kale"""
323486,Kale - NFY1212CS,"""kale"""
323487,Kale - NFY1212D3,"""kale"""
323488,Kale - NFY1212CT,"""kale"""
323489,"Kale, Fresh, Unprepared - CA2","""kale"""
323490,"KALE, FRESH, UNPREPARED","""kale"""
323491,"KALE, FRESH, UNPREPARED","""kale"""
323492,"KALE, FRESH, UNPREPARED","""kale"""
323493,Kale - NFY1212ES,"""kale"""
323494,Kale,"""kale"""
323495,Kale,"""kale"""
323496,Kale,"""kale"""
323497,Kale,"""kale"""
323498,Kale - NFY1212EU,"""kale"""
323499,Kale - NFY1212EV,"""kale"""
323500,Kale - NFY1212EW,"""kale"""
323501,Kale - NFY1212EM,"""kale"""
323502,Kale - NFY1212EX,"""kale"""
323503,Kale - NFY1212EN,"""kale"""
323504,"Kale, Fresh, Unprepared - GA, NJ","""kale"""
323505,"Kale, raw","""kale"""
323506,"EGG, LIQUID WHOLE, Producer C, LOT 3","""egg"""
323507,"LIQUID WHOLE EGG (PLAIN, NO SALT OR SUGAR)","""egg"""
323508,Whole eggs,"""egg"""
323509,Whole eggs,"""egg"""
323510, Whole eggs,"""egg"""
323511,Whole eggs,"""egg"""
323512,Whole eggs,"""egg"""
323513,"EGG, LIQUID WHOLE, Producer D, LOT 3","""egg"""
323514,"LIQUID WHOLE EGG (PLAIN, NO SALT OR SUGAR)","""egg"""
323515,Whole eggs,"""egg"""
323516,Whole eggs,"""egg"""
323517, Whole eggs,"""egg"""
323518,Whole eggs,"""egg"""
323519,Whole eggs,"""egg"""
323520,"EGG, LIQUID WHOLE, Producer D, LOT 3","""egg"""
323521,"LIQUID WHOLE EGG (PLAIN, NO SALT OR SUGAR)","""egg"""
323522,Whole eggs,"""egg"""
323523, Whole eggs,"""egg"""
323524,Whole eggs,"""egg"""
323525,Whole eggs,"""egg"""
323526,"EGG, LIQUID WHOLE, Producer D","""egg"""
323527,"EGG, LIQUID WHOLE, Producer C, LOT 3","""egg"""
323528,"LIQUID WHOLE EGG (PLAIN, NO SALT OR SUGAR)","""egg"""
323529,Whole eggs,"""egg"""
323530, Whole eggs,"""egg"""
323531,Whole eggs,"""egg"""
323532,Whole eggs,"""egg"""
323533,"EGG, LIQUID WHOLE, Producer C","""egg"""
323534,"EGG, LIQUID WHOLE, Producer C, LOT 3","""egg"""
323535,"LIQUID WHOLE EGG (PLAIN, NO SALT OR SUGAR)","""egg"""
323536,Whole eggs,"""egg"""
323537, Whole eggs,"""egg"""
323538,Whole eggs,"""egg"""
323539,Whole eggs,"""egg"""
323540,"EGG, LIQUID WHOLE, Producer C","""egg"""
323541,"EGG, LIQUID WHOLE, Producer D, LOT 3","""egg"""
323542,"LIQUID WHOLE EGG (PLAIN, NO SALT OR SUGAR)","""egg"""
323543,Whole eggs,"""egg"""
323544, Whole eggs,"""egg"""
323545,Whole eggs,"""egg"""
323546,Whole eggs,"""egg"""
323547,"EGG, LIQUID WHOLE, Producer D","""egg"""
323548,"EGG, LIQUID WHOLE, Producer A, LOT 2","""egg"""
323549,"LIQUID WHOLE EGG (PLAIN, NO SALT OR SUGAR)","""egg"""
323550,Whole eggs,"""egg"""
323551,Whole eggs,"""egg"""
323552, Whole eggs,"""egg"""
323553,Whole eggs,"""egg"""
323554,Whole eggs,"""egg"""
323555,"EGG, LIQUID WHOLE, Producer A, LOT 2","""egg"""
323556,"LIQUID WHOLE EGG (PLAIN, NO SALT OR SUGAR)","""egg"""
323557,Whole eggs,"""egg"""
323558, Whole eggs,"""egg"""
323559,Whole eggs,"""egg"""
323560,Whole eggs,"""egg"""
323561,"EGG, LIQUID WHOLE, Producer A","""egg"""
323562,"EGG, LIQUID WHOLE, Producer F, LOT 3","""egg"""
323563,"LIQUID WHOLE EGG (PLAIN, NO SALT OR SUGAR)","""egg"""
323564,Whole eggs,"""egg"""
323565,Whole eggs,"""egg"""
323566, Whole eggs,"""egg"""
323567,Whole eggs,"""egg"""
323568,Whole eggs,"""egg"""
323569,"EGG, LIQUID WHOLE, Producer B, LOT 3","""egg"""
323570,"LIQUID WHOLE EGG (PLAIN, NO SALT OR SUGAR)","""egg"""
323571,Whole eggs,"""egg"""
323572,Whole eggs,"""egg"""
323573, Whole eggs,"""egg"""
323574,Whole eggs,"""egg"""
323575,Whole eggs,"""egg"""
323576,"EGG, LIQUID WHOLE, Producer F, LOT 3","""egg"""
323577,"LIQUID WHOLE EGG (PLAIN, NO SALT OR SUGAR)","""egg"""
323578,Whole eggs,"""egg"""
323579, Whole eggs,"""egg"""
323580,Whole eggs,"""egg"""
323581,Whole eggs,"""egg"""
323582,"EGG, LIQUID WHOLE, Producer F","""egg"""
323583,"EGG, LIQUID WHOLE, Producer F, LOT 3","""egg"""
323584,"LIQUID WHOLE EGG (PLAIN, NO SALT OR SUGAR)","""egg"""
323585,Whole eggs,"""egg"""
323586, Whole eggs,"""egg"""
323587,Whole eggs,"""egg"""
323588,Whole eggs,"""egg"""
323589,"EGG, LIQUID WHOLE, Producer F","""egg"""
323590,"EGG, LIQUID WHOLE, Producer B, LOT 3","""egg"""
323591,"LIQUID WHOLE EGG (PLAIN, NO SALT OR SUGAR)","""egg"""
323592,Whole eggs,"""egg"""
323593, Whole eggs,"""egg"""
323594,Whole eggs,"""egg"""
323595,Whole eggs,"""egg"""
323596,"EGG, LIQUID WHOLE, Producer B","""egg"""
323597,"EGG, LIQUID WHOLE, Producer B, LOT 3","""egg"""
323598,"LIQUID WHOLE EGG (PLAIN, NO SALT OR SUGAR)","""egg"""
323599,Whole eggs,"""egg"""
323600, Whole eggs,"""egg"""
323601,Whole eggs,"""egg"""
323602,Whole eggs,"""egg"""
323603,"EGG, LIQUID WHOLE, Producer B","""egg"""
323604,"Egg, whole, raw, frozen, pasteurized","""egg"""
323605,"EGG, LIQUID WHITE, Producer D, LOT 3","""egg"""
323606,LIQUID EGG WHITE (WITHOUT WHIPPING AGENTS),"""egg white"""
323607, Egg whites,"""egg white"""
323608,Egg whites,"""egg white"""
323609,Egg whites,"""egg white"""
323610,"EGG, LIQUID WHITE, Producer D, LOT 3","""egg"""
323611,LIQUID EGG WHITE (WITHOUT WHIPPING AGENTS),"""egg white"""
323612,Egg whites,"""egg white"""
323613, Egg whites,"""egg white"""
323614,Egg whites,"""egg white"""
323615,Egg whites,"""egg white"""
323616,"EGG, LIQUID WHITE, Producer D, LOT 3","""egg"""
323617,LIQUID EGG WHITE (WITHOUT WHIPPING AGENTS),"""egg white"""
323618,Egg whites,"""egg white"""
323619, Egg whites,"""egg white"""
323620,Egg whites,"""egg white"""
323621,Egg whites,"""egg white"""
323622,"EGG, LIQUID WHITE, Producer C, LOT 3","""egg"""
323623,LIQUID EGG WHITE (WITHOUT WHIPPING AGENTS),"""egg white"""
323624, Egg whites,"""egg white"""
323625,Egg whites,"""egg white"""
323626,Egg whites,"""egg white"""
323627,"EGG, LIQUID WHITE, Producer E, LOT 1","""egg"""
323628,LIQUID EGG WHITE (WITHOUT WHIPPING AGENTS),"""egg white"""
323629,Egg whites,"""egg white"""
323630,Egg whites,"""egg white"""
323631, Egg whites,"""egg white"""
323632,Egg whites,"""egg white"""
323633,Egg whites,"""egg white"""
323634,"EGG, LIQUID WHITE, Producer C, LOT 3","""egg"""
323635,LIQUID EGG WHITE (WITHOUT WHIPPING AGENTS),"""egg white"""
323636,Egg whites,"""egg white"""
323637,Egg whites,"""egg white"""
323638, Egg whites,"""egg white"""
